Gender,Age_Group,Marital_Status,Income_Level,Time_of_Day,Day,Location,Cuisine_Type
Male,18-24,Widowed,High,Snack,Wednesday,Governorpet,Street Food
Male,45-54,Widowed,Low,Breakfast,Sunday,Governorpet,Continental
Other,18-24,Single,High,Breakfast,Wednesday,MG Road,South Indian
Female,55-64,Widowed,High,Breakfast,Wednesday,Patamata,Continental
Other,25-34,Widowed,Middle,Lunch,Thursday,Benz Circle,Fast Food
Male,45-54,Widowed,High,Snack,Saturday,One Town,Street Food
Other,18-24,Divorced,Low,Late Night,Thursday,One Town,Street Food
Other,18-24,Widowed,Low,Breakfast,Monday,MG Road,Biryani
Female,18-24,Divorced,Low,Lunch,Tuesday,Benz Circle,Fast Food
Female,45-54,Widowed,High,Breakfast,Wednesday,Patamata,South Indian
Female,35-44,Married,Upper-Middle,Dinner,Saturday,Gunadala,South Indian
Male,18-24,Single,Middle,Breakfast,Friday,One Town,Street Food
Female,55-64,Married,Upper-Middle,Breakfast,Friday,Poranki,Bakery
Male,45-54,Single,Low,Dinner,Monday,One Town,Biryani
Female,18-24,Single,Low,Late Night,Sunday,Poranki,North Indian
Male,25-34,Divorced,High,Breakfast,Sunday,Bhavanipuram,North Indian
Male,45-54,Widowed,Middle,Breakfast,Wednesday,One Town,Street Food
Other,35-44,Married,Upper-Middle,Dinner,Thursday,Auto Nagar,Biryani
Other,55-64,Widowed,Low,Snack,Monday,Auto Nagar,Biryani
Other,35-44,Married,Upper-Middle,Lunch,Friday,Ramachandra Nagar,North Indian
Other,35-44,Widowed,High,Breakfast,Monday,Governorpet,Biryani
Male,25-34,Married,Middle,Dinner,Sunday,Patamata,Continental
Female,55-64,Widowed,Middle,Lunch,Monday,Ramachandra Nagar,Biryani
Male,18-24,Divorced,Low,Breakfast,Friday,Governorpet,South Indian
Female,18-24,Widowed,High,Late Night,Monday,Benz Circle,Fast Food
Male,55-64,Divorced,Low,Snack,Thursday,Bhavanipuram,Biryani
Female,18-24,Widowed,Upper-Middle,Late Night,Monday,Governorpet,South Indian
Male,25-34,Divorced,Low,Snack,Tuesday,Poranki,Bakery
Female,45-54,Married,Upper-Middle,Dinner,Friday,MG Road,Chinese
Male,18-24,Married,High,Breakfast,Monday,MG Road,Chinese
Female,45-54,Married,Low,Snack,Thursday,One Town,Street Food
Other,55-64,Widowed,Low,Dinner,Tuesday,One Town,South Indian
Other,18-24,Divorced,Middle,Late Night,Monday,Bhavanipuram,Fast Food
Other,25-34,Married,Low,Late Night,Sunday,MG Road,Chinese
Female,35-44,Widowed,Upper-Middle,Late Night,Thursday,Poranki,Bakery
Male,25-34,Single,Middle,Breakfast,Friday,One Town,South Indian
Female,18-24,Married,Low,Dinner,Wednesday,Patamata,Continental
Other,45-54,Widowed,Middle,Breakfast,Saturday,Auto Nagar,South Indian
Female,25-34,Divorced,Upper-Middle,Dinner,Thursday,Auto Nagar,Biryani
Male,45-54,Married,Middle,Late Night,Tuesday,Ramachandra Nagar,South Indian
Other,35-44,Divorced,Middle,Lunch,Saturday,Patamata,Biryani
Female,25-34,Married,High,Lunch,Saturday,One Town,Chinese
Male,25-34,Divorced,Low,Snack,Tuesday,Governorpet,South Indian
Female,55-64,Divorced,High,Dinner,Thursday,Benz Circle,Fast Food
Male,25-34,Widowed,Low,Snack,Saturday,Benz Circle,Fast Food
Other,25-34,Married,Middle,Breakfast,Friday,Governorpet,South Indian
Other,18-24,Widowed,Upper-Middle,Late Night,Wednesday,MG Road,Continental
Male,35-44,Single,Middle,Snack,Saturday,One Town,North Indian
Other,35-44,Divorced,High,Dinner,Friday,One Town,Biryani
Male,55-64,Single,Low,Snack,Friday,Gunadala,South Indian
Male,25-34,Single,Low,Snack,Saturday,Patamata,Bakery
Male,18-24,Married,Low,Lunch,Friday,Auto Nagar,Biryani
Male,45-54,Divorced,Low,Lunch,Friday,Ramachandra Nagar,North Indian
Female,55-64,Single,Upper-Middle,Lunch,Thursday,Gunadala,South Indian
Male,18-24,Married,Low,Lunch,Sunday,Ramachandra Nagar,North Indian
Male,55-64,Married,Upper-Middle,Late Night,Monday,Gunadala,Fast Food
Male,35-44,Divorced,High,Snack,Thursday,Auto Nagar,Continental
Male,25-34,Married,Upper-Middle,Dinner,Sunday,Auto Nagar,Chinese
Female,25-34,Widowed,Middle,Lunch,Monday,MG Road,Biryani
Other,18-24,Single,Upper-Middle,Dinner,Monday,Gunadala,North Indian
Male,45-54,Single,Upper-Middle,Dinner,Saturday,Patamata,Continental
Female,18-24,Married,Low,Late Night,Friday,Governorpet,North Indian
Male,35-44,Divorced,Middle,Lunch,Sunday,MG Road,Chinese
Other,35-44,Widowed,Low,Breakfast,Thursday,Gunadala,South Indian
Other,35-44,Single,Upper-Middle,Lunch,Friday,Ramachandra Nagar,North Indian
Male,25-34,Widowed,Middle,Lunch,Sunday,Governorpet,South Indian
Other,55-64,Divorced,High,Dinner,Friday,Gunadala,South Indian
Other,45-54,Widowed,Upper-Middle,Snack,Friday,Auto Nagar,Biryani
Other,18-24,Divorced,Middle,Late Night,Saturday,Ramachandra Nagar,Fast Food
Female,35-44,Divorced,Middle,Lunch,Thursday,MG Road,North Indian
Male,55-64,Single,Low,Lunch,Monday,Governorpet,South Indian
Female,35-44,Single,Upper-Middle,Lunch,Saturday,Bhavanipuram,North Indian
Female,45-54,Widowed,Middle,Lunch,Monday,Poranki,Bakery
Female,18-24,Divorced,Upper-Middle,Lunch,Sunday,MG Road,Chinese
Male,55-64,Married,High,Snack,Sunday,Bhavanipuram,Biryani
Female,35-44,Married,Upper-Middle,Late Night,Monday,Auto Nagar,Biryani
Female,18-24,Married,Upper-Middle,Breakfast,Monday,Poranki,Bakery
Female,55-64,Married,Low,Late Night,Friday,Benz Circle,Chinese
Female,25-34,Divorced,High,Dinner,Friday,Governorpet,South Indian
Other,25-34,Married,Low,Snack,Friday,Poranki,Bakery
Other,35-44,Single,High,Lunch,Monday,Bhavanipuram,Biryani
Other,45-54,Widowed,High,Dinner,Monday,Ramachandra Nagar,North Indian
Female,55-64,Divorced,Upper-Middle,Late Night,Thursday,Auto Nagar,Fast Food
Male,55-64,Single,Upper-Middle,Breakfast,Saturday,Benz Circle,South Indian
Female,18-24,Widowed,Low,Dinner,Saturday,Bhavanipuram,Biryani
Female,55-64,Single,Upper-Middle,Snack,Wednesday,Bhavanipuram,Biryani
Male,25-34,Divorced,High,Breakfast,Friday,MG Road,Chinese
Female,35-44,Divorced,Upper-Middle,Dinner,Monday,Governorpet,South Indian
Other,18-24,Widowed,Low,Late Night,Saturday,One Town,Street Food
Female,45-54,Widowed,Upper-Middle,Late Night,Wednesday,Auto Nagar,Biryani
Female,55-64,Divorced,Low,Breakfast,Monday,Ramachandra Nagar,Fast Food
Female,55-64,Single,Low,Snack,Saturday,Auto Nagar,Biryani
Other,25-34,Divorced,Middle,Lunch,Wednesday,Auto Nagar,Biryani
Other,25-34,Married,Upper-Middle,Snack,Tuesday,Patamata,Street Food
Female,55-64,Divorced,High,Dinner,Monday,MG Road,Chinese
Other,18-24,Widowed,Middle,Snack,Saturday,Benz Circle,Street Food
Female,45-54,Married,High,Breakfast,Sunday,Poranki,Bakery
Female,45-54,Widowed,Middle,Lunch,Friday,Bhavanipuram,Biryani
Other,35-44,Divorced,High,Lunch,Thursday,One Town,Street Food
Male,25-34,Widowed,Upper-Middle,Lunch,Thursday,Patamata,Continental
Other,35-44,Widowed,Low,Breakfast,Friday,Auto Nagar,South Indian
Other,18-24,Married,Upper-Middle,Late Night,Friday,Governorpet,South Indian
Male,18-24,Married,High,Lunch,Monday,MG Road,Biryani
Other,35-44,Widowed,Middle,Lunch,Thursday,Ramachandra Nagar,South Indian
Female,55-64,Married,Middle,Late Night,Tuesday,Patamata,Fast Food
Female,25-34,Divorced,Low,Late Night,Friday,Poranki,Bakery
Male,25-34,Single,Upper-Middle,Breakfast,Saturday,Gunadala,South Indian
Female,55-64,Married,Upper-Middle,Snack,Friday,Bhavanipuram,Street Food
Male,18-24,Widowed,Upper-Middle,Late Night,Tuesday,Ramachandra Nagar,North Indian
Female,55-64,Divorced,Upper-Middle,Lunch,Monday,Benz Circle,Fast Food
Male,18-24,Single,Upper-Middle,Late Night,Thursday,Governorpet,Fast Food
Female,35-44,Single,Upper-Middle,Snack,Tuesday,Poranki,Bakery
Female,25-34,Married,Low,Dinner,Wednesday,MG Road,Biryani
Other,18-24,Divorced,Low,Breakfast,Wednesday,Benz Circle,Fast Food
Other,45-54,Divorced,Upper-Middle,Dinner,Tuesday,Bhavanipuram,Biryani
Female,45-54,Divorced,High,Lunch,Tuesday,Benz Circle,Fast Food
Female,25-34,Married,Upper-Middle,Snack,Monday,Bhavanipuram,South Indian
Male,35-44,Widowed,Middle,Lunch,Sunday,Governorpet,South Indian
Male,45-54,Widowed,Upper-Middle,Snack,Saturday,Governorpet,South Indian
Female,45-54,Widowed,Upper-Middle,Dinner,Tuesday,Bhavanipuram,Biryani
Male,35-44,Single,High,Breakfast,Tuesday,Auto Nagar,Biryani
Female,45-54,Divorced,Middle,Snack,Saturday,Governorpet,South Indian
Male,35-44,Single,High,Snack,Tuesday,Poranki,Bakery
Female,18-24,Married,Middle,Snack,Tuesday,Governorpet,Continental
Male,55-64,Single,Low,Lunch,Tuesday,Bhavanipuram,Biryani
Male,35-44,Widowed,Upper-Middle,Lunch,Sunday,Auto Nagar,Biryani
Other,55-64,Married,Low,Late Night,Thursday,Poranki,Fast Food
Female,35-44,Widowed,Low,Late Night,Tuesday,Auto Nagar,Fast Food
Male,45-54,Single,High,Breakfast,Thursday,Gunadala,South Indian
Female,55-64,Divorced,Upper-Middle,Snack,Saturday,Benz Circle,Fast Food
Female,55-64,Widowed,Low,Snack,Friday,Benz Circle,Fast Food
Female,55-64,Single,High,Dinner,Sunday,Bhavanipuram,Biryani
Male,18-24,Widowed,Middle,Breakfast,Friday,Benz Circle,Fast Food
Male,25-34,Divorced,Upper-Middle,Lunch,Monday,Bhavanipuram,Biryani
Other,45-54,Single,Middle,Snack,Tuesday,One Town,Fast Food
Other,55-64,Widowed,Middle,Lunch,Monday,Poranki,Biryani
Other,55-64,Divorced,Upper-Middle,Lunch,Saturday,Benz Circle,Fast Food
Female,55-64,Divorced,High,Snack,Wednesday,Governorpet,Street Food
Other,35-44,Divorced,Upper-Middle,Dinner,Friday,Benz Circle,Biryani
Male,55-64,Single,Middle,Lunch,Sunday,MG Road,Biryani
Male,25-34,Married,Low,Dinner,Friday,Gunadala,South Indian
Female,55-64,Single,Upper-Middle,Lunch,Friday,Benz Circle,Biryani
Other,25-34,Married,Upper-Middle,Lunch,Friday,Benz Circle,Street Food
Other,55-64,Married,High,Breakfast,Saturday,Patamata,Continental
Male,55-64,Widowed,Low,Breakfast,Sunday,Benz Circle,South Indian
Male,25-34,Single,High,Lunch,Monday,Auto Nagar,Biryani
Female,35-44,Married,Low,Lunch,Wednesday,MG Road,Chinese
Other,45-54,Divorced,High,Late Night,Tuesday,Governorpet,South Indian
Other,45-54,Divorced,Upper-Middle,Breakfast,Tuesday,One Town,Bakery
Other,55-64,Divorced,High,Dinner,Wednesday,Gunadala,Continental
Other,18-24,Single,Middle,Dinner,Monday,Governorpet,Biryani
Other,25-34,Divorced,Low,Breakfast,Thursday,Benz Circle,Fast Food
Other,18-24,Single,High,Late Night,Tuesday,Poranki,Bakery
Male,18-24,Widowed,Middle,Snack,Saturday,Auto Nagar,Biryani
Female,55-64,Married,Middle,Late Night,Monday,Ramachandra Nagar,North Indian
Male,25-34,Divorced,Low,Breakfast,Friday,MG Road,South Indian
Male,35-44,Divorced,High,Late Night,Saturday,Poranki,Fast Food
Other,18-24,Single,Low,Lunch,Thursday,One Town,Street Food
Other,25-34,Married,Low,Breakfast,Wednesday,Governorpet,Street Food
Other,55-64,Married,Low,Lunch,Thursday,Bhavanipuram,Biryani
Male,18-24,Single,Upper-Middle,Dinner,Thursday,Auto Nagar,Biryani
Female,18-24,Widowed,Upper-Middle,Breakfast,Thursday,Gunadala,South Indian
Female,25-34,Widowed,Upper-Middle,Dinner,Sunday,Bhavanipuram,Biryani
Other,45-54,Widowed,Upper-Middle,Snack,Friday,Benz Circle,Fast Food
Male,55-64,Divorced,High,Snack,Wednesday,Auto Nagar,Street Food
Male,25-34,Widowed,Low,Dinner,Tuesday,Ramachandra Nagar,North Indian
Male,45-54,Single,Low,Dinner,Wednesday,Poranki,Bakery
Other,25-34,Married,Upper-Middle,Late Night,Wednesday,Gunadala,Fast Food
Female,55-64,Single,High,Late Night,Monday,Auto Nagar,Biryani
Male,25-34,Divorced,Middle,Dinner,Sunday,One Town,Chinese
Other,55-64,Widowed,Upper-Middle,Breakfast,Wednesday,Patamata,South Indian
Other,35-44,Divorced,Upper-Middle,Snack,Thursday,Poranki,Chinese
Female,18-24,Single,Low,Snack,Thursday,Patamata,Street Food
Female,55-64,Widowed,Low,Dinner,Saturday,Governorpet,Fast Food
Male,55-64,Married,Upper-Middle,Dinner,Sunday,Poranki,Bakery
Female,35-44,Divorced,Middle,Late Night,Wednesday,Bhavanipuram,Biryani
Female,35-44,Widowed,High,Dinner,Sunday,Auto Nagar,Biryani
Male,55-64,Single,Low,Late Night,Wednesday,Benz Circle,Biryani
Female,45-54,Single,Low,Late Night,Tuesday,Auto Nagar,Fast Food
Female,18-24,Married,Low,Lunch,Friday,MG Road,Chinese
Male,25-34,Single,Low,Snack,Wednesday,Benz Circle,Chinese
Female,25-34,Widowed,High,Breakfast,Wednesday,Poranki,Bakery
Male,35-44,Single,Upper-Middle,Late Night,Wednesday,Gunadala,Fast Food
Female,45-54,Married,Middle,Lunch,Friday,Gunadala,South Indian
Other,25-34,Single,Upper-Middle,Lunch,Monday,Bhavanipuram,Biryani
Male,35-44,Divorced,Upper-Middle,Breakfast,Wednesday,Poranki,Bakery
Other,55-64,Divorced,High,Lunch,Thursday,Patamata,Continental
Male,25-34,Widowed,Middle,Late Night,Sunday,Patamata,Continental
Other,25-34,Widowed,High,Breakfast,Wednesday,Bhavanipuram,South Indian
Female,35-44,Married,Middle,Late Night,Saturday,One Town,Street Food
Female,35-44,Divorced,High,Breakfast,Monday,Poranki,Bakery
Female,18-24,Single,High,Dinner,Thursday,Auto Nagar,Biryani
Female,55-64,Single,High,Breakfast,Thursday,Bhavanipuram,Biryani
Female,18-24,Divorced,Low,Dinner,Monday,One Town,Street Food
Male,25-34,Widowed,Middle,Lunch,Thursday,Benz Circle,Fast Food
Male,25-34,Married,Low,Snack,Friday,MG Road,Chinese
Female,45-54,Widowed,Upper-Middle,Dinner,Monday,Governorpet,South Indian
Female,25-34,Married,High,Dinner,Friday,MG Road,Chinese
Other,18-24,Widowed,Upper-Middle,Snack,Sunday,Governorpet,Street Food
Female,45-54,Divorced,Middle,Snack,Thursday,MG Road,Chinese
Female,55-64,Divorced,Middle,Lunch,Monday,Auto Nagar,Biryani
Other,25-34,Divorced,Upper-Middle,Breakfast,Friday,MG Road,Chinese
Other,45-54,Single,Middle,Dinner,Tuesday,Gunadala,South Indian
Female,18-24,Married,Upper-Middle,Lunch,Thursday,MG Road,Chinese
Male,35-44,Single,High,Lunch,Friday,Benz Circle,Fast Food
Male,25-34,Married,Low,Snack,Sunday,One Town,Street Food
Other,55-64,Widowed,Upper-Middle,Breakfast,Tuesday,Gunadala,South Indian
Other,35-44,Widowed,High,Late Night,Tuesday,Governorpet,Fast Food
Male,25-34,Divorced,Middle,Lunch,Friday,Patamata,Continental
Male,35-44,Married,Low,Snack,Saturday,Governorpet,South Indian
Male,35-44,Widowed,Middle,Breakfast,Wednesday,Benz Circle,Fast Food
Male,45-54,Married,Upper-Middle,Lunch,Tuesday,Gunadala,Biryani
Female,55-64,Single,Low,Snack,Wednesday,Benz Circle,North Indian
Other,35-44,Single,Low,Late Night,Wednesday,MG Road,Street Food
Other,35-44,Divorced,Low,Lunch,Thursday,Benz Circle,North Indian
Male,18-24,Single,Middle,Snack,Thursday,Patamata,Continental
Other,18-24,Married,Low,Breakfast,Friday,Governorpet,South Indian
Female,35-44,Widowed,Low,Breakfast,Thursday,Auto Nagar,South Indian
Other,25-34,Divorced,Upper-Middle,Lunch,Sunday,Governorpet,Biryani
Male,55-64,Widowed,Upper-Middle,Late Night,Thursday,Patamata,Continental
Male,35-44,Divorced,High,Breakfast,Wednesday,Governorpet,South Indian
Female,45-54,Married,Low,Late Night,Wednesday,Bhavanipuram,Biryani
Other,55-64,Widowed,Low,Late Night,Saturday,MG Road,Biryani
Male,25-34,Married,Middle,Dinner,Tuesday,One Town,Street Food
Female,35-44,Single,Low,Lunch,Wednesday,Governorpet,South Indian
Male,18-24,Single,High,Late Night,Monday,Ramachandra Nagar,North Indian
Other,45-54,Widowed,Low,Lunch,Friday,Poranki,Bakery
Male,45-54,Single,Upper-Middle,Late Night,Sunday,Gunadala,South Indian
Male,18-24,Divorced,Upper-Middle,Lunch,Saturday,Bhavanipuram,Biryani
Female,35-44,Widowed,High,Snack,Sunday,Patamata,Street Food
Female,18-24,Married,Middle,Dinner,Monday,Gunadala,Fast Food
Female,25-34,Married,Middle,Snack,Saturday,Governorpet,Street Food
Female,35-44,Divorced,High,Lunch,Sunday,Benz Circle,Fast Food
Other,25-34,Married,Low,Snack,Friday,MG Road,Chinese
Female,25-34,Divorced,Low,Snack,Sunday,Ramachandra Nagar,North Indian
Male,55-64,Divorced,Upper-Middle,Snack,Thursday,Benz Circle,Fast Food
Female,25-34,Widowed,High,Breakfast,Saturday,Governorpet,South Indian
Female,25-34,Divorced,High,Breakfast,Saturday,One Town,Street Food
Female,18-24,Widowed,Middle,Lunch,Thursday,Poranki,Biryani
Male,55-64,Widowed,Upper-Middle,Lunch,Sunday,Poranki,Bakery
Male,45-54,Widowed,Low,Dinner,Tuesday,MG Road,Chinese
Male,55-64,Married,High,Dinner,Saturday,Ramachandra Nagar,Biryani
Female,55-64,Single,High,Late Night,Sunday,Benz Circle,Continental
Male,45-54,Divorced,Upper-Middle,Lunch,Thursday,MG Road,Biryani
Male,45-54,Single,Low,Dinner,Friday,Benz Circle,Biryani
Female,25-34,Widowed,High,Late Night,Monday,Governorpet,South Indian
Other,35-44,Single,High,Late Night,Sunday,Gunadala,Fast Food
Other,18-24,Married,High,Snack,Friday,Auto Nagar,Street Food
Male,25-34,Divorced,High,Lunch,Monday,Governorpet,South Indian
Female,35-44,Married,Middle,Dinner,Saturday,MG Road,Chinese
Female,45-54,Married,Middle,Snack,Wednesday,One Town,Street Food
Male,35-44,Single,Low,Breakfast,Saturday,Bhavanipuram,Biryani
Male,25-34,Divorced,High,Lunch,Tuesday,Patamata,Continental
Male,35-44,Divorced,Middle,Dinner,Sunday,Benz Circle,Fast Food
Other,25-34,Divorced,Middle,Dinner,Saturday,Bhavanipuram,Biryani
Male,35-44,Married,Middle,Dinner,Sunday,Gunadala,Biryani
Female,18-24,Divorced,High,Late Night,Thursday,Gunadala,South Indian
Other,18-24,Single,High,Late Night,Thursday,Ramachandra Nagar,Bakery
Female,45-54,Divorced,Middle,Lunch,Saturday,One Town,Street Food
Male,18-24,Single,Upper-Middle,Dinner,Wednesday,Gunadala,South Indian
Other,35-44,Divorced,Upper-Middle,Breakfast,Tuesday,Governorpet,South Indian
Female,35-44,Single,Middle,Snack,Thursday,Patamata,Street Food
Other,45-54,Single,Upper-Middle,Snack,Friday,Bhavanipuram,Street Food
Male,18-24,Single,Low,Breakfast,Saturday,Poranki,Fast Food
Other,55-64,Widowed,Upper-Middle,Snack,Saturday,Poranki,Bakery
Other,35-44,Widowed,High,Lunch,Tuesday,Poranki,Bakery
Other,55-64,Married,High,Late Night,Saturday,Auto Nagar,Biryani
Female,55-64,Single,High,Snack,Monday,Ramachandra Nagar,North Indian
Male,35-44,Divorced,Upper-Middle,Dinner,Sunday,Ramachandra Nagar,Biryani
Other,25-34,Widowed,Low,Snack,Monday,Patamata,Street Food
Female,55-64,Married,Upper-Middle,Lunch,Saturday,One Town,Street Food
Other,35-44,Single,Low,Lunch,Monday,Ramachandra Nagar,Biryani
Female,45-54,Single,Low,Lunch,Monday,Poranki,Bakery
Other,35-44,Widowed,Low,Lunch,Friday,Bhavanipuram,Biryani
Other,55-64,Widowed,High,Dinner,Wednesday,Poranki,Bakery
Female,18-24,Widowed,Middle,Breakfast,Friday,Auto Nagar,South Indian
Other,25-34,Single,Middle,Lunch,Monday,Ramachandra Nagar,Biryani
Female,35-44,Married,Low,Snack,Monday,Governorpet,Biryani
Female,18-24,Widowed,Low,Lunch,Sunday,One Town,Street Food
Other,55-64,Single,Upper-Middle,Dinner,Tuesday,Gunadala,South Indian
Other,25-34,Single,Upper-Middle,Late Night,Monday,Benz Circle,South Indian
Other,45-54,Divorced,Middle,Breakfast,Saturday,Gunadala,South Indian
Other,35-44,Single,Upper-Middle,Dinner,Thursday,Auto Nagar,Biryani
Female,25-34,Married,Upper-Middle,Breakfast,Saturday,Bhavanipuram,South Indian
Male,25-34,Divorced,Upper-Middle,Snack,Friday,Auto Nagar,Biryani
Male,35-44,Single,Low,Dinner,Wednesday,Ramachandra Nagar,Biryani
Other,25-34,Single,Low,Dinner,Sunday,Gunadala,South Indian
Male,25-34,Divorced,Upper-Middle,Snack,Thursday,One Town,North Indian
Other,35-44,Married,High,Snack,Sunday,Benz Circle,Fast Food
Female,35-44,Divorced,Low,Snack,Friday,Patamata,Street Food
Male,55-64,Married,High,Breakfast,Wednesday,Patamata,Continental
Male,35-44,Single,Low,Lunch,Sunday,Governorpet,Biryani
Female,18-24,Single,High,Dinner,Saturday,Ramachandra Nagar,North Indian
Male,18-24,Single,Low,Snack,Monday,One Town,Street Food
Male,55-64,Single,Middle,Snack,Thursday,Governorpet,South Indian
Female,55-64,Married,High,Breakfast,Monday,Auto Nagar,Biryani
Male,18-24,Married,High,Late Night,Wednesday,Benz Circle,Fast Food
Male,18-24,Single,Upper-Middle,Dinner,Sunday,MG Road,Chinese
Male,18-24,Single,Middle,Snack,Thursday,Benz Circle,Fast Food
Female,35-44,Divorced,Middle,Late Night,Thursday,Patamata,Continental
Other,18-24,Widowed,High,Late Night,Thursday,Poranki,Bakery
Female,55-64,Divorced,Middle,Late Night,Monday,One Town,Street Food
Male,45-54,Married,Middle,Breakfast,Sunday,MG Road,Chinese
Male,18-24,Married,High,Breakfast,Saturday,Gunadala,Biryani
Other,35-44,Divorced,Upper-Middle,Dinner,Sunday,Patamata,Continental
Other,45-54,Married,High,Dinner,Thursday,Bhavanipuram,Bakery
Male,18-24,Married,Low,Late Night,Saturday,Poranki,Street Food
Other,35-44,Married,Upper-Middle,Breakfast,Saturday,Bhavanipuram,Biryani
Male,45-54,Divorced,Upper-Middle,Lunch,Friday,Gunadala,South Indian
Male,18-24,Married,Upper-Middle,Dinner,Wednesday,Bhavanipuram,Biryani
Other,18-24,Widowed,Low,Dinner,Sunday,Gunadala,Biryani
Other,45-54,Divorced,High,Dinner,Friday,One Town,Street Food
Male,55-64,Married,Upper-Middle,Lunch,Friday,Bhavanipuram,Biryani
Female,35-44,Divorced,Middle,Dinner,Tuesday,Patamata,Biryani
Female,55-64,Widowed,Upper-Middle,Dinner,Tuesday,Ramachandra Nagar,North Indian
Other,35-44,Single,Middle,Late Night,Friday,Governorpet,Fast Food
Other,18-24,Single,High,Dinner,Friday,Poranki,Biryani
Female,18-24,Widowed,Middle,Dinner,Saturday,Bhavanipuram,Biryani
Female,55-64,Married,High,Dinner,Thursday,Patamata,Continental
Female,45-54,Single,Low,Breakfast,Saturday,Auto Nagar,Biryani
